00:A0:3B	ToshinEl	Toshin Electric Co., Ltd.
00:A0:3C	Eg&GNucl	Eg&G Nuclear Instruments
00:A0:3D	Opto-22
00:A0:3E	AtmForum	Atm Forum
00:A0:3F	Computer	Computer Society Microprocessor & Microprocessor Standards C
00:A0:40	ApplePci	Apple (PCI Mac)
00:A0:41	Inficon
00:A0:42	SpurProd	Spur Products Corp.
00:A0:43	American	American Technology Labs, Inc.
00:A0:44	NttIt	Ntt It Co., Ltd.
00:A0:45	PHOENIXC	PHOENIX CONTACT Electronics GmbH
00:A0:46	Scitex	Scitex Corp. Ltd.
00:A0:47	Integrat	Integrated Fitness Corp.
00:A0:48	Questech	Questech, Ltd.
00:A0:49	Digitech	Digitech Industries, Inc.
00:A0:4A	NisshinE	Nisshin Electric Co., Ltd.
00:A0:4B	TflLan	Tfl Lan Inc.
00:A0:4C	Innovati	Innovative Systems & Technologies, Inc.
00:A0:4D	EdaInstr	Eda Instruments, Inc.
00:A0:4E	VoelkerT	Voelker Technologies, Inc.
00:A0:4F	Ameritec	Ameritec Corp.
00:A0:50	CypressS	Cypress Semiconductor
00:A0:51	AngiaCom	Angia Communications. Inc.
00:A0:52	Stanilit	Stanilite Electronics Pty. Ltd
00:A0:53	CompactD	Compact Devices, Inc.
00:A0:54	Private
00:A0:55	DataDevi	Data Device Corporation
00:A0:56	Micropro	Micropross
00:A0:57	LANCOM	LANCOM Systems GmbH
00:A0:58	Glory	Glory, Ltd.
00:A0:59	Hamilton	Hamilton Hallmark
00:A0:5A	KofaxIma	Kofax Image Products
00:A0:5B	Marquip	Marquip, Inc.
00:A0:5C	Inventor	Inventory Conversion, Inc./
00:A0:5D	CSCOMPUT	CS COMPUTER SYSTEME GmbH
00:A0:5E	MyriadLo	Myriad Logic Inc.
00:A0:5F	BTGElect	BTG Electronics Design BV
00:A0:60	AcerPeri	Acer Peripherals, Inc.
00:A0:61	PuritanB	Puritan Bennett
00:A0:62	AesProda	Aes Prodata
00:A0:63	Jrl	Jrl Systems, Inc.
00:A0:64	KvbAnale	Kvb/Analect
00:A0:65	Symantec	Symantec Corporation
00:A0:66	Isa	Isa Co., Ltd.
00:A0:67	NetworkS	Network Services Group
00:A0:68	Bhp	Bhp Limited
00:A0:69	Symmetri	Symmetricom, Inc.
00:A0:6A	Verilink	Verilink Corporation
00:A0:6B	DmsDorsc	Dms Dorsch Mikrosystem Gmbh
00:A0:6C	Shindeng	Shindengen Electric Mfg. Co., Ltd.
00:A0:6D	Mannesma	Mannesmann Tally Corporation
00:A0:6E	Austron	Austron, Inc.
00:A0:6F	ColorSen	Color Sentinel Systems, LLC
00:A0:70	Coastcom
00:A0:71	VideoLot	Video Lottery Technologies,Inc
00:A0:72	Ovation	Ovation Systems Ltd.
00:A0:73	Com21	Com21, Inc.
00:A0:74	Percepti	Perception Technology
00:A0:75	MicronTe	Micron Technology, Inc.
00:A0:76	Cardware	Cardware Lab, Inc.
00:A0:77	FujitsuN	Fujitsu Nexion, Inc.
00:A0:78	MarconiC	Marconi Communications
00:A0:79	AlpsElec	Alps Electric (Usa), Inc.
00:A0:7A	Advanced	Advanced Peripherals Technologies, Inc.
00:A0:7B	DawnComp	Dawn Computer Incorporation
00:A0:7C	TonyangN	Tonyang Nylon Co., Ltd.
00:A0:7D	SeeqTech	Seeq Technology, Inc.
00:A0:7E	AvidTech	Avid Technology, Inc.
00:A0:7F	Gsm-Synt	Gsm-Syntel, Ltd.
00:A0:80	Tattile	Tattile SRL
00:A0:81	AlcatelD	Alcatel Data Networks
00:A0:82	NktElekt	Nkt Elektronik A/S
00:A0:83	Asimmpho	Asimmphony Turkey
00:A0:84	Dataplex	Dataplex Pty Ltd
00:A0:85	Private
00:A0:86	AmberWav	Amber Wave Systems, Inc.
00:A0:87	Microsem	Microsemi Corporation
00:A0:88	Essentia	Essential Communications
00:A0:89	XpointTe	Xpoint Technologies, Inc.
00:A0:8A	Brooktro	Brooktrout Technology, Inc.
00:A0:8B	AstonEle	Aston Electronic Designs Ltd.
00:A0:8C	MultiMed	MultiMedia LANs, Inc.
00:A0:8D	Jacomo	Jacomo Corporation
00:A0:8E	CheckPoi	Check Point Software Technologies
00:A0:8F	Desknet	Desknet Systems, Inc.
00:A0:90	TimeStep	TimeStep Corporation
00:A0:91	Applicom	Applicom International
00:A0:92	HBollman	H. Bollmann Manufacturers, Ltd
00:A0:93	BEAEROSP	B/E AEROSPACE, Inc.
00:A0:94	Comsat	Comsat Corporation
00:A0:95	AcaciaNe	Acacia Networks, Inc.
00:A0:96	MitsumiE	Mitsumi Electric Co.,Ltd.
00:A0:97	JcInform	Jc Information Systems
00:A0:98	NetApp
00:A0:99	K-Net	K-Net Ltd.
00:A0:9A	NihonKoh	Nihon Kohden America
00:A0:9B	QpsxComm	Qpsx Communications, Ltd.
00:A0:9C	Xyplex	Xyplex, Inc.
00:A0:9D	Johnatho	Johnathon Freeman Technologies
00:A0:9E	Ictv
00:A0:9F	Commvisi	Commvision Corp.
00:A0:A0	CompactD	Compact Data, Ltd.
00:A0:A1	EpicData	Epic Data Inc.
00:A0:A2	B810	B810 S.R.L.
00:A0:A3	Reliable	Reliable Power Meters
00:A0:A4	Oracle	Oracle Corporation
00:A0:A5	TeknorMi	Teknor Microsysteme, Inc.
00:A0:A6	MI	M.I. Systems, K.K.
00:A0:A7	Vorax	Vorax Corporation
00:A0:A8	Renex	Renex Corporation
00:A0:A9	NavtelCo	Navtel Communications Inc.
00:A0:AA	Spacelab	Spacelabs Medical
00:A0:AB	NetcsInf	Netcs Informationstechnik Gmbh
00:A0:AC	GilatSat	Gilat Satellite Networks, Ltd.
00:A0:AD	Marconi	Marconi Spa
00:A0:AE	Nucom	Nucom Systems, Inc.
00:A0:AF	WmsIndus	Wms Industries
00:A0:B0	I-ODataD	I-O Data Device,Inc.
00:A0:B1	FirstVir	First Virtual Corporation
00:A0:B2	ShimaSei	Shima Seiki
00:A0:B3	Zykronix
00:A0:B4	TexasMic	Texas Microsystems, Inc.
00:A0:B5	3HTechno	3H Technology
00:A0:B6	SanritzA	Sanritz Automation Co., Ltd.
00:A0:B7	Cordant	Cordant, Inc.
00:A0:B8	NetApp
00:A0:B9	EagleTec	Eagle Technology, Inc.
00:A0:BA	PattonEl	Patton Electronics Co.
00:A0:BB	Hilan	Hilan Gmbh
00:A0:BC	Viasat	Viasat, Incorporated
00:A0:BD	I-Tech	I-Tech Corp.
00:A0:BE	Integrat	Integrated Circuit Systems, Inc. Communications Group
00:A0:BF	Wireless	Wireless Data Group Motorola
00:A0:C0	DigitalL	Digital Link Corp.
00:A0:C1	OrtivusM	Ortivus Medical Ab
00:A0:C2	RA	R.A. Systems Co., Ltd.
00:A0:C3	Unicompu	Unicomputer Gmbh
00:A0:C4	CristieE	Cristie Electronics Ltd.
00:A0:C5	ZyxelCom	Zyxel Communications Corporation
00:A0:C6	Qualcomm	Qualcomm Inc.
00:A0:C7	TadiranT	Tadiran Telecommunications
00:A0:C8	Adtran	Adtran Inc
00:A0:C9	IntelPro	Intel (PRO100B and PRO100+)	# [used on Cisco PIX firewall among others]
00:A0:CA	FujitsuD	Fujitsu Denso Ltd.
00:A0:CB	ArkTelec	Ark Telecommunications, Inc.
00:A0:CC	Lite-OnU	Lite-On	# (used by MacSense in Adapter for Mac, also seen in PCs)
00:A0:CD	DRJOHANN	DR. JOHANNES HEIDENHAIN GmbH
00:A0:CE	Ecessa
00:A0:CF	Sotas	Sotas, Inc.
00:A0:D0	TenXTech	Ten X Technology, Inc.
00:A0:D1	Inventec	Inventec Corporation
00:A0:D2	AlliedTe	Allied Telesyn
00:A0:D3	InstemCo	Instem Computer Systems, Ltd.
00:A0:D4	Radiolan	Radiolan, Inc.
00:A0:D5	SierraWi	Sierra Wireless
00:A0:D6	SBE	SBE, Inc.
00:A0:D7	KastenCh	Kasten Chase Applied Research
00:A0:D8	Spectra-	Spectra - Tek
00:A0:D9	ConvexCo	Convex Computer Corporation
00:A0:DA	INTEGRAT	INTEGRATED SYSTEMS Technology, Inc.
00:A0:DB	FisherPa	Fisher & Paykel Production
00:A0:DC	ONElectr	O.N. Electronic Co., Ltd.
00:A0:DD	Azonix	Azonix Corporation
00:A0:DE	Yamaha	Yamaha Corporation
00:A0:DF	StsTechn	Sts Technologies, Inc.
00:A0:E0	Tennyson	Tennyson Technologies Pty Ltd
00:A0:E1	Westport	Westport Research Associates, Inc.
00:A0:E2	Keisokug	Keisokugiken Corporation
00:A0:E3	Xkl	Xkl Systems Corp.
00:A0:E4	Optiques	Optiquest
00:A0:E5	NhcCommu	Nhc Communications
00:A0:E6	Dialogic	Dialogic Corporation
00:A0:E7	CentralD	Central Data Corporation
00:A0:E8	ReutersH	Reuters Holdings Plc
00:A0:E9	Electron	Electronic Retailing Systems International
00:A0:EA	Ethercom	Ethercom Corp.
00:A0:EB	EncoreNe	Encore Networks, Inc.
00:A0:EC	Transmit	Transmitton Ltd.
00:A0:ED	BrooksAu	Brooks Automation, Inc.
00:A0:EE	NashobaN	Nashoba Networks
00:A0:EF	Lucidata	Lucidata Ltd.
00:A0:F0	TorontoM	Toronto Microelectronics Inc.
00:A0:F1	Mti
00:A0:F2	InfotekC	Infotek Communications, Inc.
00:A0:F3	Staubli
00:A0:F4	Ge
00:A0:F5	Radguard	Radguard Ltd.
00:A0:F6	AutoGas	AutoGas Systems Inc.
00:A0:F7	VIComput	V.I Computer Corp.
00:A0:F8	ZebraTec	Zebra Technologies Inc
00:A0:F9	BintecCo	Bintec Communications Gmbh
00:A0:FA	MarconiC	Marconi Communication GmbH
00:A0:FB	TorayEng	Toray Engineering D Solutions Co., Ltd.
00:A0:FC	ImageSci	Image Sciences, Inc.
00:A0:FD	ScitexDi	Scitex Digital Printing, Inc.
00:A0:FE	BostonTe	Boston Technology, Inc.
00:A0:FF	TellabsO	Tellabs Operations, Inc.
00:A1:DE	ShenZhen	ShenZhen ShiHua Technology CO.,LTD
00:A2:65	M2Motive	M2Motive Technology Inc.
00:A2:89	Cisco	Cisco Systems, Inc
00:A2:DA	INAT	INAT GmbH
00:A2:EE	Cisco	Cisco Systems, Inc
00:A2:F5	Guangzho	Guangzhou Yuanyun Network Technology Co.,Ltd
00:A2:FF	abatecgr	abatec group AG
00:A3:88	SkyUk	Sky Uk Limited
00:A3:8E	Cisco	Cisco Systems, Inc
00:A3:D1	Cisco	Cisco Systems, Inc
00:A4:5F	HuaweiDe	Huawei Device Co., Ltd.
00:A5:09	WigWag	WigWag Inc.
00:A5:54	IntelCor	Intel Corporate
00:A5:BF	Cisco	Cisco Systems, Inc
00:A6:CA	Cisco	Cisco Systems, Inc
00:A7:42	Cisco	Cisco Systems, Inc
00:A7:84	ITXsecur	ITX security
00:AA:00	Intel	Intel Corporation
00:AA:01	Intel	Intel Corporation
00:AA:02	Intel	Intel Corporation
00:AA:3C	Olivetti	Olivetti Telecom Spa (Olteco)
00:AA:6E	Cisco	Cisco Systems, Inc
00:AA:70	LGElectr	LG Electronics (Mobile Communications)
00:AB:48	eero	eero inc.
00:AC:E0	ARRISGro	ARRIS Group, Inc.
00:AD:24	D-LinkIn	D-Link International
00:AD:63	Dedicate	Dedicated Micros Malta LTD
00:AD:D5	HuaweiDe	Huawei Device Co., Ltd.
00:AE:CD	Pensando	Pensando Systems
00:AE:FA	MurataMa	Murata Manufacturing Co., Ltd.
00:AF:1F	Cisco	Cisco Systems, Inc
00:B0:09	GrassVal	Grass Valley, A Belden Brand
00:B0:17	InfoGear	InfoGear Technology Corp.
00:B0:19	UtcCcs	Utc Ccs
00:B0:1C	Westport	Westport Technologies
00:B0:1E	RanticLa	Rantic Labs, Inc.
00:B0:2A	ORSYS	ORSYS GmbH
00:B0:2D	ViaGateT	ViaGate Technologies, Inc.
00:B0:33	Izhevski	OAO "Izhevskiy radiozavod"
00:B0:3B	HiQNetwo	HiQ Networks
00:B0:48	MarconiC	Marconi Communications Inc.
00:B0:4A	Cisco	Cisco Systems, Inc
00:B0:52	AtherosC	Atheros Communications
00:B0:64	Cisco	Cisco Systems, Inc
00:B0:69	Honewell	Honewell Oy
00:B0:6D	JonesFut	Jones Futurex Inc.
00:B0:80	Mannesma	Mannesmann Ipulsys B.V.
00:B0:86	LocSoft	LocSoft Limited
00:B0:8E	Cisco	Cisco Systems, Inc
00:B0:91	Transmet	Transmeta Corp.
00:B0:94	Alaris	Alaris, Inc.
00:B0:9A	MorrowTe	Morrow Technologies Corp.
00:B0:9D	PointGre	Point Grey Research Inc.
00:B0:AC	SIAE-Mic	SIAE-Microelettronica S.p.A.
00:B0:AE	Symmetri	Symmetricom
00:B0:B3	Xstreami	Xstreamis Plc
00:B0:C2	Cisco	Cisco Systems, Inc
00:B0:C7	TellabsO	Tellabs Operations, Inc.
00:B0:CE	ViverisT	Viveris Technologies
00:B0:D0	Computer	Computer Products International
00:B0:DB	Nextcell	Nextcell, Inc.
00:B0:DF	Starboar	Starboard Storage Systems
00:B0:E1	Cisco	Cisco Systems, Inc
00:B0:E7	BritishF	British Federal Ltd.
00:B0:EC	Eacem
00:B0:EE	Ajile	Ajile Systems, Inc.
00:B0:F0	CalyNetw	Caly Networks
00:B0:F5	NetWorth	NetWorth Technologies, Inc.
00:B1:E3	Cisco	Cisco Systems, Inc
00:B3:38	KontronA	Kontron Asia Pacific Design Sdn. Bhd
00:B3:42	MacroSAN	MacroSAN Technologies Co., Ltd.
00:B3:62	Apple	Apple, Inc.
00:B4:F5	DongGuan	DongGuan Siyoto Electronics Co., Ltd
00:B5:6D	DavidEle	David Electronics Co., LTD.
00:B5:D0	SamsungE	Samsung Electronics Co.,Ltd
00:B5:D6	Omnibit	Omnibit Inc.
00:B6:00	VOIM	VOIM Co., Ltd.
00:B6:70	Cisco	Cisco Systems, Inc
00:B6:9F	Latch
00:B7:71	Cisco	Cisco Systems, Inc
00:B7:8D	NanjingS	Nanjing Shining Electric Automation Co., Ltd
00:B7:A8	Heinzing	Heinzinger electronic GmbH
00:B8:10	YichipMi	Yichip Microelectronics (Hangzhou) Co.,Ltd
00:B8:81	Newplatf	New platforms LLC
00:B8:B3	Cisco	Cisco Systems, Inc
00:B8:B6	Motorola	Motorola Mobility LLC, a Lenovo Company
00:B8:C2	HeightsT	Heights Telecom T ltd
00:B9:F6	Shenzhen	Shenzhen Super Rich Electronics Co.,Ltd
00:BA:C0	Biometri	Biometric Access Company
00:BB:01	Octothor	Octothorpe Corp.
00:BB:1C	HuaweiDe	Huawei Device Co., Ltd.
00:BB:3A	AmazonTe	Amazon Technologies Inc.
00:BB:60	IntelCor	Intel Corporate
00:BB:8E	HME	HME Co., Ltd.
00:BB:C1	Canon	Canon Inc.
00:BB:F0	Ungerman	Ungermann-Bass Inc.
00:BC:60	Cisco	Cisco Systems, Inc
00:BD:27	Exar	Exar Corp.
00:BD:3A	Nokia	Nokia Corporation
00:BD:3E	Vizio	Vizio, Inc
00:BD:82	Shenzhen	Shenzhen YOUHUA Technology Co., Ltd
00:BE:3B	HuaweiTe	Huawei Technologies Co.,Ltd
00:BE:43	Dell	Dell Inc.
00:BE:75	Cisco	Cisco Systems, Inc
00:BE:9E	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
00:BE:D5	NewH3CTe	New H3C Technologies Co., Ltd
00:BF:15	Genetec	Genetec Inc.
00:BF:61	SamsungE	Samsung Electronics Co.,Ltd
00:BF:77	Cisco	Cisco Systems, Inc
00:BF:AF	HuiZhouG	Hui Zhou Gaoshengda Technology Co.,LTD
00:C0:00	Lanoptic	Lanoptics, Ltd.
00:C0:01	DiatekPa	Diatek Patient Managment
00:C0:02	Sercomm	Sercomm Corporation.
00:C0:03	Globalne	Globalnet Communications
00:C0:04	JapanBus	Japan Business Computer Co.Ltd
00:C0:05	Livingst	Livingston Enterprises Inc	# Portmaster (OEMed by Cayman)
00:C0:06	NipponAv	Nippon Avionics Co., Ltd.
00:C0:07	Pinnacle	Pinnacle Data Systems, Inc.
00:C0:08	Seco	Seco Srl
00:C0:09	KtTechno	KT Technology (s) Pte Inc
00:C0:0A	MicroCra	Micro Craft
00:C0:0B	Norcontr	Norcontrol A.S.
00:C0:0C	ReliaTec	Relia Technolgies
00:C0:0D	Advanced	Advanced Logic Research, Inc.
00:C0:0E	Psitech	Psitech, Inc.
00:C0:0F	QnxSoftw	QNX Software Systems Ltd.	# [also Quantum Software Systems Ltd]
00:C0:10	Hirakawa	Hirakawa Hewtech Corp.
00:C0:11	Interact	Interactive Computing Devices
00:C0:12	Netspan		Netspan Corp
00:C0:13	Netrix
00:C0:14	Telemati	Telematics Calabasas
00:C0:15	NewMedia	New Media Corp
00:C0:16	Electron	Electronic Theatre Controls
00:C0:17	NetAlly
00:C0:18	Lanart		Lanart Corp
00:C0:19	LeapTech	Leap Technology, Inc.
00:C0:1A	Corometr	Corometrics Medical Systems
00:C0:1B	SocketCo	Socket Communications
00:C0:1C	Interlin	Interlink Communications Ltd.
00:C0:1D	GrandJun	Grand Junction Networks, Inc.	# (Cisco Catalyst also reported)
00:C0:1E	LaFranca	La Francaise Des Jeux
00:C0:1F	SERCEL	S.E.R.C.E.L.
00:C0:20	ArcoElec	Arco Electronic, Control Ltd.
00:C0:21	Netexpre	Netexpress
00:C0:22	Lasermas	Lasermaster Technologies, Inc.
00:C0:23	Tutankha	Tutankhamon Electronics
00:C0:24	EdenSist	Eden Sistemas De Computacao Sa
00:C0:25	Dataprod	Dataproducts Corporation
00:C0:26	LansTech	Lans Technology Co., Ltd.
00:C0:27	Cipher	Cipher Systems, Inc.
00:C0:28	Jasco	Jasco Corporation
00:C0:29	NexansDe	Nexans Deutschland GmbH - ANS
00:C0:2A	OhkuraEl	Ohkura Electric Co
00:C0:2B	GerloffG	Gerloff Gesellschaft Fur
00:C0:2C	CentrumC	Centrum Communications, Inc.
00:C0:2D	FujiPhot	Fuji Photo Film Co., Ltd.
00:C0:2E	Netwiz
00:C0:2F	Okuma		Okuma Corp
00:C0:30	Integrat	Integrated Engineering B. V.
00:C0:31	DesignRe	Design Research Systems, Inc.
00:C0:32	I-Cubed	I-Cubed Limited
00:C0:33	Telebit		Telebit Corporation
00:C0:34	Transact	Transaction Network
00:C0:35	Quintar	Quintar Company
00:C0:36	RaytechE	Raytech Electronic Corp.
00:C0:37	Dynatem
00:C0:38	RasterIm	Raster Image Processing System
00:C0:39	Teridian	Teridian Semiconductor Corporation
00:C0:3A	Men-Mikr	Men-Mikro Elektronik Gmbh
00:C0:3B	Multiacc	Multiaccess Computing Corp.
00:C0:3C	TowerTec	Tower Tech S.R.L.
00:C0:3D	Wieseman	Wiesemann & Theis Gmbh
00:C0:3E	FaGebrHe	Fa. Gebr. Heller Gmbh
00:C0:3F	StoresAu	Stores Automated Systems, Inc.
00:C0:40	Ecci
00:C0:41	DigitalT	Digital Transmission Systems
00:C0:42	Datalux	Datalux Corp.
00:C0:43	Strataco	Stratacom
00:C0:44	Emcom	Emcom Corporation
00:C0:45	Isolatio	Isolation Systems Inc
00:C0:46	BlueChip	Blue Chip Technology Ltd
00:C0:47	Unimicro	Unimicro Systems, Inc.
00:C0:48	BayTechn	Bay Technical Associates
00:C0:49	UsRoboti	US Robotics Total Control (tm) NETServer Card
00:C0:4A	Group200	Group 2000 Ag
00:C0:4B	Creative	Creative Microsystems
00:C0:4C	Departme	Department Of Foreign Affairs
00:C0:4D	Mitec		Mitec Ltd
00:C0:4E	Comtrol	Comtrol Corporation
00:C0:4F	Dell	Dell Inc.
00:C0:50	ToyoDenk	Toyo Denki Seizo K.K.
00:C0:51	Advanced	Advanced Integration Research
00:C0:52	Burr-Bro	Burr-Brown
00:C0:53	AspectSo	Aspect Software Inc.
00:C0:54	NetworkP	Network Peripherals, Ltd.
00:C0:55	ModularC	Modular Computing Technologies
00:C0:56	Somelec
00:C0:57	MycoElec	Myco Electronics
00:C0:58	Dataexpe	Dataexpert Corp.
00:C0:59	Denso	Denso Corporation
00:C0:5A	Semaphor	Semaphore Communications Corp.
00:C0:5B	Networks	Networks Northwest, Inc.
00:C0:5C	Elonex	Elonex Plc
00:C0:5D	L&NTechn	L&N Technologies
00:C0:5E	Vari-Lit	Vari-Lite, Inc.
00:C0:5F	Fine-Pal	Fine-Pal Company Limited
00:C0:60	IdScandi	ID Scandinavia A/S
00:C0:61	Solectek	Solectek Corporation
00:C0:62	ImpulseT	Impulse Technology
00:C0:63	MorningS	Morning Star Technologies Inc	# May be miswrite of 0003C6
00:C0:64	GeneralD	General Datacomm Ind Inc
00:C0:65	ScopeCom	Scope Communications, Inc.
00:C0:66	Docupoin	Docupoint, Inc.
00:C0:67	UnitedBa	United Barcode Industries
00:C0:68	HMEClear	HME Clear-Com LTD.
00:C0:69	Axxceler	Axxcelera Broadband Wireless
00:C0:6A	Zahner-E	Zahner-Elektrik Gmbh & Co KG
00:C0:6B	OsiPlus	Osi Plus Corporation
00:C0:6C	SvecComp	Svec Computer Corp.
00:C0:6D	BocaRese	Boca Research, Inc.
00:C0:6E	HaftTech	Haft Technology, Inc.
00:C0:6F	Komatsu	Komatsu Ltd.
00:C0:70	SectraSe	Sectra Secure-Transmission Ab
00:C0:71	AreanexC	Areanex Communications, Inc.
00:C0:72	Knx	Knx Ltd.
00:C0:73	Xedia	Xedia Corporation
00:C0:74	ToyodaAu	Toyoda Automatic Loom Works Ltd
00:C0:75	Xante	Xante Corporation
00:C0:76	I-DataIn	I-Data International A-S
00:C0:77	DaewooTe	Daewoo Telecom Ltd.
00:C0:78	Computer	Computer Systems Engineering
00:C0:79	Fonsys	Fonsys Co.,Ltd.
00:C0:7A	PrivaBv		Priva BV
00:C0:7B	AscendCo	Ascend Communications	# ISDN bridges/routers
00:C0:7C	Hightech	Hightech Information
00:C0:7D	RiscDeve	Risc Developments Ltd.
00:C0:7E	KubotaEl	Kubota Corporation Electronic
00:C0:7F	NuponCom	Nupon Computing Corp.
00:C0:80	Netstar	Netstar, Inc.
00:C0:81	Metrodat	Metrodata Ltd.
00:C0:82	MoorePro	Moore Products Co.
00:C0:83	TraceMou	Trace Mountain Products, Inc.
00:C0:84	DataLink	Data Link Corp. Ltd.
00:C0:85	Canon
00:C0:86	Lynk	The Lynk Corporation
00:C0:87	UunetTec	Uunet Technologies, Inc.
00:C0:88	EkfElekt	Ekf Elektronik Gmbh
00:C0:89	Telindus	Telindus Distribution
00:C0:8A	Lauterba	Lauterbach GmbH
00:C0:8B	RisqModu	Risq Modular Systems, Inc.
00:C0:8C	Performa	Performance Technologies, Inc.
00:C0:8D	TronixPr	Tronix Product Development
00:C0:8E	NetworkI	Network Information Technology
00:C0:8F	Panasoni	Panasonic Electric Works Co., Ltd.
00:C0:90	Praim	Praim S.R.L.
00:C0:91	JabilCir	Jabil Circuit, Inc.
00:C0:92	MennenMe	Mennen Medical Inc.
00:C0:93	AltaRese	Alta Research Corp.
00:C0:94	Vmx	Vmx Inc.
00:C0:95	ZnyxNetw	Znyx (Network Appliance); Jupiter Systems (MX-700); Apple (G3)  all seen
00:C0:96	Tamura	Tamura Corporation
00:C0:97	Archipel	Archipel Sa
00:C0:98	ChuntexE	Chuntex Electronic Co., Ltd.
00:C0:99	YoshikiI	Yoshiki Industrial Co.,Ltd.
00:C0:9A	Photonic	Photonics Corporation
00:C0:9B	Reliance	Reliance Comm/Tec, R-Tec Systems Inc
00:C0:9C	HiokiEE	Hioki E.E. Corporation
00:C0:9D	Distribu	Distributed Systems Int'L, Inc
00:C0:9E	CacheCom	Cache Computers, Inc.
00:C0:9F	QuantaCo	Quanta Computer Inc.
00:C0:A0	AdvanceM	Advance Micro Research, Inc.
00:C0:A1	TokyoDen	Tokyo Denshi Sekei Co.
00:C0:A2	Intermed	Intermedium A/S
00:C0:A3	DualEnte	Dual Enterprises Corporation
00:C0:A4	Unigraf	Unigraf Oy
00:C0:A5	DickensD	Dickens Data Systems
00:C0:A6	ExicomAu	Exicom Australia Pty. Ltd
00:C0:A7	Seel	Seel Ltd.
00:C0:A8	Gvc	Gvc Corporation
00:C0:A9	BarronMc	Barron Mccann Ltd.
00:C0:AA	SiliconV	Silicon Valley Computer
00:C0:AB	Telco	Telco Systems, Inc.
00:C0:AC	GambitCo	Gambit Computer Communications
00:C0:AD	MarbenCo	Marben Communication Systems
00:C0:AE	Towercom	Towercom Co. Inc. Dba Pc House
00:C0:AF	Teklogix	Teklogix Inc.
00:C0:B0	GccTechn	Gcc Technologies,Inc.
00:C0:B1	GeniusNe	Genius Net Co.
00:C0:B2	Norand	Norand Corporation
00:C0:B3	ComstatD	Comstat Datacomm Corporation
00:C0:B4	MysonTec	Myson Technology, Inc.
00:C0:B5	Corporat	Corporate Network Systems,Inc.
00:C0:B6	HVE	HVE, Inc.
00:C0:B7	American	American Power Conversion Corp
00:C0:B8	FraserSH	Fraser'S Hill Ltd.
00:C0:B9	FunkSoft	Funk Software, Inc.
00:C0:BA	Netvanta	Netvantage
00:C0:BB	ForvalCr	Forval Creative, Inc.
00:C0:BC	TelecomA	Telecom Australia/Cssc
00:C0:BD	InexTech	Inex Technologies, Inc.
00:C0:BE	Alcatel-	Alcatel - Sel
00:C0:BF	Technolo	Technology Concepts, Ltd.
00:C0:C0	ShoreMic	Shore Microsystems, Inc.
00:C0:C1	QuadGrap	Quad/Graphics, Inc.
00:C0:C2	Infinite	Infinite Networks Ltd.
00:C0:C3	AcusonCo	Acuson Computed Sonography
00:C0:C4	Computer	Computer Operational
00:C0:C5	SidInfor	Sid Informatica
00:C0:C6	Personal	Personal Media Corp.
00:C0:C7	Sparktru	Sparktrum Microsystems, Inc.
00:C0:C8	MicroByt	Micro Byte Pty. Ltd.
00:C0:C9	BaileyCo	Bailey Controls Co
00:C0:CA	Alfa	Alfa, Inc.
00:C0:CB	ControlT	Control Technology Corporation
00:C0:CC	Telescie	Telesciences Co Systems, Inc.
00:C0:CD	Comelta	Comelta, S.A.
00:C0:CE	CeiEngin	Cei Systems & Engineering Pte
00:C0:CF	ImatranV	Imatran Voima Oy
00:C0:D0	RatocSys	Ratoc System Inc.
00:C0:D1	ComtreeT	Comtree Technology Corporation (EFA also reported)
00:C0:D2	Syntelle	Syntellect, Inc.
00:C0:D3	OlympusI	Olympus Image Systems, Inc.
00:C0:D4	AxonNetw	Axon Networks, Inc.
00:C0:D5	QuancomE	Quancom Electronic Gmbh
00:C0:D6	J1	J1 Systems, Inc.
00:C0:D7	TaiwanTr	Taiwan Trading Center Dba
00:C0:D8	Universa	Universal Data Systems
00:C0:D9	QuinteNe	Quinte Network Confidentiality Equipment Inc
00:C0:DA	Nice	Nice Systems Ltd.
00:C0:DB	IpcPte	Ipc Corporation (Pte) Ltd.
00:C0:DC	EosTechn	Eos Technologies, Inc.
00:C0:DD	QLogic	QLogic Corporation
00:C0:DE	Zcomm	Zcomm, Inc.
00:C0:DF	KYE	KYE Systems Corp.
00:C0:E0	DscCommu	Dsc Communication Corp.
00:C0:E1	SonicSol	Sonic Solutions
00:C0:E2	Calcomp	Calcomp, Inc.
00:C0:E3	OsitechC	Ositech Communications, Inc.
00:C0:E4	SiemensB	Siemens Building
00:C0:E5	Gespac	Gespac, S.A.
00:C0:E6	Verilink	Verilink Corporation
00:C0:E7	Fiberdat	Fiberdata Ab
00:C0:E8	Plexcom	Plexcom, Inc.
00:C0:E9	OakSolut	Oak Solutions, Ltd.
00:C0:EA	ArrayTec	Array Technology Ltd.
00:C0:EB	SehCompu	Seh Computertechnik Gmbh
00:C0:EC	DauphinT	Dauphin Technology
00:C0:ED	UsArmyEl	US Army Electronic Proving Ground
00:C0:EE	Kyocera		Kyocera Corporation
00:C0:EF	Abit	Abit Corporation
00:C0:F0	Kingston	Kingston Technology Corporation
00:C0:F1	ShinkoEl	Shinko Electric Co., Ltd.
00:C0:F2	Transiti	Transition Engineering Inc
